Company Name,Customer Class,Product,Effective Start Date (mm/dd/yyyy),Effective End Date(mm/dd/yyyy),Contract Length(months),Electricity $/kWh,Service Area
"Fluent Utilities","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1848","Town of Cardston"
"Fluent Utilities","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1835","Town of Ponoka"
"Fluent Utilities","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1835","Town of Ponoka"
"Fluent Utilities","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1871","EPCOR"
"Fluent Utilities","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1871","EPCOR"
"Fluent Utilities","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1832","FortisAlberta"
"Fluent Utilities","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1849","FortisAlberta"
"Fluent Utilities","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1846","FortisAlberta"
"Fluent Utilities","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1864","City of Lethbridge"
"Fluent Utilities","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1864","City of Lethbridge"
"Bow Valley Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1894","ATCO Electric"
"Bow Valley Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1898","ATCO Electric"
"Bow Valley Power","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1881","ATCO Electric"
"Bow Valley Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1865","ENMAX"
"Bow Valley Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1888","ENMAX"
"Bow Valley Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1875","City of Red Deer"
"Bow Valley Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1875","City of Red Deer"
"Bow Valley Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1853","Town of Cardston"
"Bow Valley Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1853","Town of Cardston"
"Bow Valley Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1841","Town of Ponoka"
"Bow Valley Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1841","Town of Ponoka"
"Bow Valley Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1877","EPCOR"
"Bow Valley Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1877","EPCOR"
"Bow Valley Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1838","FortisAlberta"
"Bow Valley Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1855","FortisAlberta"
"Bow Valley Power","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1851","FortisAlberta"
"Bow Valley Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.187","City of Lethbridge"
"Bow Valley Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.187","City of Lethbridge"
"Brighter Futures Energy Inc.","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1848","ATCO Electric"
"Brighter Futures Energy Inc.","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1852","ATCO Electric"
"Brighter Futures Energy Inc.","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1834","ATCO Electric"
"Brighter Futures Energy Inc.","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1819","ENMAX"
"Brighter Futures Energy Inc.","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1841","ENMAX"
"Brighter Futures Energy Inc.","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1828","City of Red Deer"
"Brighter Futures Energy Inc.","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1828","City of Red Deer"
"Brighter Futures Energy Inc.","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1806","Town of Cardston"
"Brighter Futures Energy Inc.","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1806","Town of Cardston"
"Brighter Futures Energy Inc.","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1794","Town of Ponoka"
"Brighter Futures Energy Inc.","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1794","Town of Ponoka"
"Brighter Futures Energy Inc.","Home","Wholesale","01/01/2024","01/31/2024","1",="0.183","EPCOR"
"Brighter Futures Energy Inc.","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.183","EPCOR"
"Brighter Futures Energy Inc.","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1791","FortisAlberta"
"Brighter Futures Energy Inc.","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1808","FortisAlberta"
"Brighter Futures Energy Inc.","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1805","FortisAlberta"
"Brighter Futures Energy Inc.","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1823","City of Lethbridge"
"Brighter Futures Energy Inc.","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1823","City of Lethbridge"
"Echo Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1884","ATCO Electric"
"Echo Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1911","ATCO Electric"
"Echo Energy","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.187","ATCO Electric"
"Echo Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1855","ENMAX"
"Echo Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1877","ENMAX"
"Echo Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1864","City of Red Deer"
"Echo Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1864","City of Red Deer"
"Echo Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1842","Town of Cardston"
"Echo Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1842","Town of Cardston"
"Echo Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.183","Town of Ponoka"
"Echo Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.183","Town of Ponoka"
"Echo Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1866","EPCOR"
"Echo Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1866","EPCOR"
"Echo Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1827","FortisAlberta"
"Echo Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1844","FortisAlberta"
"Echo Energy","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1841","FortisAlberta"
"Echo Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1859","City of Lethbridge"
"Echo Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1859","City of Lethbridge"
"Acorn Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1869","ATCO Electric"
"Acorn Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1873","ATCO Electric"
"Acorn Energy","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1855","ATCO Electric"
"Acorn Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.184","ENMAX"
"Acorn Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1862","ENMAX"
"Acorn Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1849","City of Red Deer"
"Acorn Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1849","City of Red Deer"
"Acorn Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1828","Town of Cardston"
"Acorn Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1828","Town of Cardston"
"Acorn Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1815","Town of Ponoka"
"Acorn Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1815","Town of Ponoka"
"Acorn Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1852","EPCOR"
"Acorn Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1852","EPCOR"
"Acorn Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1813","FortisAlberta"
"Acorn Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.183","FortisAlberta"
"Acorn Energy","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1826","FortisAlberta"
"Acorn Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1844","City of Lethbridge"
"Acorn Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1844","City of Lethbridge"
"Get Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.189","ATCO Electric"
"Get Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1894","ATCO Electric"
"Get Energy","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1876","ATCO Electric"
"Get Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1861","ENMAX"
"Get Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1883","ENMAX"
"Get Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1871","City of Red Deer"
"Get Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1871","City of Red Deer"
"Get Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1849","Town of Cardston"
"Get Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1849","Town of Cardston"
"Get Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1836","Town of Ponoka"
"Get Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1836","Town of Ponoka"
"Get Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1873","EPCOR"
"Get Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1873","EPCOR"
"Get Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1834","FortisAlberta"
"Get Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1851","FortisAlberta"
"Get Energy","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1847","FortisAlberta"
"Get Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1865","City of Lethbridge"
"Get Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1865","City of Lethbridge"
"Mountain View Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.189","ATCO Electric"
"Mountain View Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1894","ATCO Electric"
"Mountain View Power","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1876","ATCO Electric"
"Mountain View Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1861","ENMAX"
"Mountain View Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1884","ENMAX"
"Mountain View Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1871","City of Red Deer"
"Mountain View Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1871","City of Red Deer"
"Mountain View Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1849","Town of Cardston"
"Mountain View Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1849","Town of Cardston"
"Mountain View Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1837","Town of Ponoka"
"Mountain View Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1837","Town of Ponoka"
"Mountain View Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1873","EPCOR"
"Mountain View Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1873","EPCOR"
"Mountain View Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1834","FortisAlberta"
"Mountain View Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1851","FortisAlberta"
"Mountain View Power","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1847","FortisAlberta"
"Mountain View Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1865","City of Lethbridge"
"Mountain View Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1865","City of Lethbridge"
"NewGen Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1908","ATCO Electric"
"NewGen Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1911","ATCO Electric"
"NewGen Energy","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1894","ATCO Electric"
"NewGen Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1879","ENMAX"
"NewGen Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1901","ENMAX"
"NewGen Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1888","City of Red Deer"
"NewGen Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1888","City of Red Deer"
"NewGen Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1867","Town of Cardston"
"NewGen Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1867","Town of Cardston"
"NewGen Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1855","Town of Ponoka"
"NewGen Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1855","Town of Ponoka"
"NewGen Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.189","EPCOR"
"NewGen Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.189","EPCOR"
"NewGen Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1852","FortisAlberta"
"NewGen Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1868","FortisAlberta"
"NewGen Energy","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1865","FortisAlberta"
"NewGen Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1883","City of Lethbridge"
"NewGen Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1883","City of Lethbridge"
"Park Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1906","ATCO Electric"
"Park Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1909","ATCO Electric"
"Park Power","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1892","ATCO Electric"
"Park Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1877","ENMAX"
"Park Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1899","ENMAX"
"Park Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1886","City of Red Deer"
"Park Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1886","City of Red Deer"
"Park Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1864","Town of Cardston"
"Park Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1864","Town of Cardston"
"Park Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1852","Town of Ponoka"
"Park Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1852","Town of Ponoka"
"Park Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1888","EPCOR"
"Park Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1888","EPCOR"
"Park Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1849","FortisAlberta"
"Park Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1866","FortisAlberta"
"Park Power","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1863","FortisAlberta"
"Park Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1881","City of Lethbridge"
"Park Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1881","City of Lethbridge"
"Solarmax Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1892","ATCO Electric"
"Solarmax Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1876","ATCO Electric"
"Solarmax Power","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1878","ATCO Electric"
"Solarmax Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1863","ENMAX"
"Solarmax Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1885","ENMAX"
"Solarmax Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1872","City of Red Deer"
"Solarmax Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1872","City of Red Deer"
"Solarmax Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1851","Town of Cardston"
"Solarmax Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1851","Town of Cardston"
"Solarmax Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1838","Town of Ponoka"
"Solarmax Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1838","Town of Ponoka"
"Solarmax Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1875","EPCOR"
"Solarmax Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1875","EPCOR"
"Solarmax Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1836","FortisAlberta"
"Solarmax Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1853","FortisAlberta"
"Solarmax Power","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1849","FortisAlberta"
"Solarmax Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1867","City of Lethbridge"
"Solarmax Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1867","City of Lethbridge"
"SPONSOR Energy","Home,Small Business,Farm","Variable Electricity","01/01/2024","01/31/2024","60",="0.17827","ATCO Electric"
"SPONSOR Energy","Home,Small Business,Farm","Variable Electricity","01/01/2024","01/31/2024","60",="0.19427","City of Lethbridge"
"SPONSOR Energy","Home,Small Business,Farm","Variable Electricity","01/01/2024","01/31/2024","60",="0.17154","City of Red Deer"
"SPONSOR Energy","Home,Small Business,Farm","Variable Electricity","01/01/2024","01/31/2024","60",="0.18836","ENMAX"
"SPONSOR Energy","Home,Small Business,Farm","Variable Electricity","01/01/2024","01/31/2024","60",="0.1799","EPCOR"
"SPONSOR Energy","Home,Small Business,Farm","Variable Electricity","01/01/2024","01/31/2024","60",="0.18206","FortisAlberta"
"SPONSOR Energy","Home,Small Business,Farm","Variable Electricity","01/01/2024","01/31/2024","60",="0.17845","Town of Cardston"
"SPONSOR Energy","Home,Small Business,Farm","Variable Electricity","01/01/2024","01/31/2024","60",="0.1808","Town of Ponoka"
"Spot Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1888","ATCO Electric"
"Spot Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1891","ATCO Electric"
"Spot Power","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1874","ATCO Electric"
"Spot Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1859","ENMAX"
"Spot Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1881","ENMAX"
"Spot Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1868","City of Red Deer"
"Spot Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1868","City of Red Deer"
"Spot Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1846","Town of Cardston"
"Spot Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1846","Town of Cardston"
"Spot Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1834","Town of Ponoka"
"Spot Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1834","Town of Ponoka"
"Spot Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.187","EPCOR"
"Spot Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.187","EPCOR"
"Spot Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1831","FortisAlberta"
"Spot Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1848","FortisAlberta"
"Spot Power","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1845","FortisAlberta"
"Spot Power","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1863","City of Lethbridge"
"Spot Power","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1863","City of Lethbridge"
"Sandstone Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1885","ATCO Electric"
"Sandstone Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1868","ATCO Electric"
"Sandstone Energy","Farm","Wholesale","01/01/2024","01/31/2024","1",="0.1871","ATCO Electric"
"Sandstone Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1856","ENMAX"
"Sandstone Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1878","ENMAX"
"Sandstone Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1865","City of Red Deer"
"Sandstone Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1865","City of Red Deer"
"Sandstone Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1843","Town of Cardston"
"Sandstone Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1843","Town of Cardston"
"Sandstone Energy","Home","Wholesale","01/01/2024","01/31/2024","1",="0.1831","Town of Ponoka"
"Sandstone Energy","Small Business","Wholesale","01/01/2024","01/31/2024","1",="0.1831","Town of Ponoka"
